timestamp,date_str,time_str,hour_of_day,arrivals_last_hour,departures_last_hour,ambulance_arrivals,waiting_patients,patients_in_treatment,admitted_patients_boarding,md_count,nurse_count,clerk_count,bed_occupancy_pct,bed_saturation_index,longest_wait_time_min
2021-06-17 09:00:00,2021-06-17,09:00,9,22,10,1,28,54,9,7,11,4,135.0,1.62,260
2021-06-17 10:00:00,2021-06-17,10:00,10,21,15,1,16,52,7,8,12,4,130.0,1.56,149
2021-06-17 11:00:00,2021-06-17,11:00,11,19,15,0,10,52,7,8,11,4,130.0,1.56,105
2021-06-17 12:00:00,2021-06-17,12:00,12,13,14,4,3,55,10,8,10,4,137.5,1.65,27
2021-06-17 13:00:00,2021-06-17,13:00,13,16,13,1,8,54,9,8,12,4,135.0,1.62,70
2021-06-17 14:00:00,2021-06-17,14:00,14,22,19,6,8,57,12,8,12,4,142.5,1.71,83
2021-06-17 15:00:00,2021-06-17,15:00,15,15,14,0,3,55,10,10,15,5,137.5,1.65,31
2021-06-17 16:00:00,2021-06-17,16:00,16,13,13,2,5,51,6,10,15,5,127.5,1.53,56
2021-06-17 17:00:00,2021-06-17,17:00,17,7,11,2,0,54,9,10,15,5,135.0,1.62,0
2021-06-17 18:00:00,2021-06-17,18:00,18,18,18,3,0,54,9,10,15,5,135.0,1.62,0
2021-06-17 19:00:00,2021-06-17,19:00,19,9,11,3,1,60,15,10,15,5,150.0,1.8,11
2021-06-17 20:00:00,2021-06-17,20:00,20,9,7,2,4,60,15,9,15,5,150.0,1.8,36
2021-06-17 21:00:00,2021-06-17,21:00,21,13,11,3,7,53,8,10,14,5,132.5,1.59,68
2021-06-17 22:00:00,2021-06-17,22:00,22,7,5,0,9,56,11,10,15,5,140.0,1.68,79
2021-06-17 23:00:00,2021-06-17,23:00,23,7,6,1,5,35,5,4,6,2,87.5,1.05,48
2021-06-18 00:00:00,2021-06-18,00:00,0,7,5,2,7,35,5,3,5,2,87.5,1.05,73
2021-06-18 01:00:00,2021-06-18,01:00,1,7,4,1,11,44,14,3,4,2,110.0,1.32,104
2021-06-18 02:00:00,2021-06-18,02:00,2,3,2,0,5,13,1,4,5,2,32.5,0.39,40
2021-06-18 03:00:00,2021-06-18,03:00,3,2,4,0,0,17,5,4,4,2,42.5,0.51,0
2021-06-18 04:00:00,2021-06-18,04:00,4,4,8,0,0,12,0,4,6,2,30.0,0.36,0
2021-06-18 05:00:00,2021-06-18,05:00,5,6,6,1,5,13,1,4,6,2,32.5,0.39,48
2021-06-18 06:00:00,2021-06-18,06:00,6,4,4,0,1,17,5,4,6,2,42.5,0.51,10
2021-06-18 07:00:00,2021-06-18,07:00,7,5,4,0,4,43,13,8,11,4,107.5,1.29,37
2021-06-18 08:00:00,2021-06-18,08:00,8,7,9,2,0,57,12,8,10,4,142.5,1.71,0
2021-06-18 09:00:00,2021-06-18,09:00,9,22,11,2,26,50,5,7,12,4,125.0,1.5,305
2021-06-18 10:00:00,2021-06-18,10:00,10,21,14,2,14,56,11,8,11,4,140.0,1.68,117
2021-06-18 11:00:00,2021-06-18,11:00,11,19,14,1,14,55,10,8,11,4,137.5,1.65,144
2021-06-18 12:00:00,2021-06-18,12:00,12,15,12,5,7,58,13,8,11,4,145.0,1.74,66
2021-06-18 13:00:00,2021-06-18,13:00,13,22,15,3,18,54,9,8,11,4,135.0,1.62,145
2021-06-18 14:00:00,2021-06-18,14:00,14,21,18,7,9,57,12,8,10,4,142.5,1.71,82
2021-06-18 15:00:00,2021-06-18,15:00,15,7,7,2,0,59,14,9,15,5,147.5,1.77,0
2021-06-18 16:00:00,2021-06-18,16:00,16,7,9,0,0,59,14,10,15,5,147.5,1.77,0
2021-06-18 17:00:00,2021-06-18,17:00,17,18,16,6,9,50,5,9,13,5,125.0,1.5,96
2021-06-18 18:00:00,2021-06-18,18:00,18,16,15,0,2,54,9,10,14,5,135.0,1.62,17
2021-06-18 19:00:00,2021-06-18,19:00,19,9,12,0,0,58,13,9,13,5,145.0,1.74,0
2021-06-18 20:00:00,2021-06-18,20:00,20,19,13,1,17,60,15,9,15,5,150.0,1.8,185
2021-06-18 21:00:00,2021-06-18,21:00,21,16,17,5,1,58,13,10,14,5,145.0,1.74,10
2021-06-18 22:00:00,2021-06-18,22:00,22,21,19,6,7,60,15,10,13,5,150.0,1.8,79
2021-06-18 23:00:00,2021-06-18,23:00,23,10,6,0,8,37,7,3,5,2,92.5,1.11,87
2021-06-19 00:00:00,2021-06-19,00:00,0,15,7,2,16,35,5,4,4,2,87.5,1.05,140
2021-06-19 01:00:00,2021-06-19,01:00,1,13,6,0,15,36,6,4,4,2,90.0,1.08,166
2021-06-19 02:00:00,2021-06-19,02:00,2,4,3,0,4,14,2,4,4,2,35.0,0.42,40
2021-06-19 03:00:00,2021-06-19,03:00,3,2,6,0,0,12,0,3,5,2,30.0,0.36,0
2021-06-19 04:00:00,2021-06-19,04:00,4,5,4,0,4,15,3,4,6,2,37.5,0.45,32
2021-06-19 05:00:00,2021-06-19,05:00,5,2,6,0,0,17,5,4,5,2,42.5,0.51,0
2021-06-19 06:00:00,2021-06-19,06:00,6,4,3,1,3,16,4,4,4,2,40.0,0.48,24
2021-06-19 07:00:00,2021-06-19,07:00,7,6,11,2,0,35,5,7,10,4,87.5,1.05,0
2021-06-19 08:00:00,2021-06-19,08:00,8,22,17,3,15,58,13,8,12,4,145.0,1.74,126
2021-06-19 09:00:00,2021-06-19,09:00,9,7,6,2,4,51,6,7,12,4,127.5,1.53,34
2021-06-19 10:00:00,2021-06-19,10:00,10,18,13,0,11,55,10,8,10,4,137.5,1.65,103
2021-06-19 11:00:00,2021-06-19,11:00,11,9,11,1,0,55,10,8,11,4,137.5,1.65,0
2021-06-19 12:00:00,2021-06-19,12:00,12,9,14,3,0,57,12,8,11,4,142.5,1.71,0
2021-06-19 13:00:00,2021-06-19,13:00,13,15,14,4,5,60,15,8,11,4,150.0,1.8,43
2021-06-19 14:00:00,2021-06-19,14:00,14,7,11,2,0,52,7,7,10,4,130.0,1.56,0
2021-06-19 15:00:00,2021-06-19,15:00,15,22,21,5,7,53,8,10,14,5,132.5,1.59,79
2021-06-19 16:00:00,2021-06-19,16:00,16,19,18,3,3,59,14,10,14,5,147.5,1.77,33
2021-06-19 17:00:00,2021-06-19,17:00,17,21,22,0,1,58,13,10,13,5,145.0,1.74,10
2021-06-19 18:00:00,2021-06-19,18:00,18,15,19,2,0,58,13,10,13,5,145.0,1.74,0
2021-06-19 19:00:00,2021-06-19,19:00,19,12,13,1,0,60,15,10,13,5,150.0,1.8,0
2021-06-19 20:00:00,2021-06-19,20:00,20,21,17,2,10,51,6,10,15,5,127.5,1.53,84
2021-06-19 21:00:00,2021-06-19,21:00,21,7,7,1,5,53,8,9,14,5,132.5,1.59,51
2021-06-19 22:00:00,2021-06-19,22:00,22,13,12,2,3,54,9,9,15,5,135.0,1.62,35
2021-06-19 23:00:00,2021-06-19,23:00,23,11,6,1,13,35,5,4,4,2,87.5,1.05,153
2021-06-20 00:00:00,2021-06-20,00:00,0,12,8,0,10,40,10,4,5,2,100.0,1.2,110
2021-06-20 01:00:00,2021-06-20,01:00,1,8,4,0,10,38,8,3,4,2,95.0,1.14,92
2021-06-20 02:00:00,2021-06-20,02:00,2,4,6,1,1,15,3,3,5,2,37.5,0.45,8
2021-06-20 03:00:00,2021-06-20,03:00,3,5,6,0,0,17,5,3,4,2,42.5,0.51,0
2021-06-20 04:00:00,2021-06-20,04:00,4,4,6,0,0,17,5,3,6,2,42.5,0.51,0
2021-06-20 05:00:00,2021-06-20,05:00,5,4,2,0,8,13,1,4,6,2,32.5,0.39,79
2021-06-20 06:00:00,2021-06-20,06:00,6,6,7,2,1,14,2,3,5,2,35.0,0.42,9
2021-06-20 07:00:00,2021-06-20,07:00,7,11,10,3,6,37,7,8,10,4,92.5,1.11,56
2021-06-20 08:00:00,2021-06-20,08:00,8,18,14,1,9,50,5,7,12,4,125.0,1.5,96
2021-06-20 09:00:00,2021-06-20,09:00,9,9,12,2,0,60,15,7,11,4,150.0,1.8,0
2021-06-20 10:00:00,2021-06-20,10:00,10,12,11,4,7,59,14,8,12,4,147.5,1.77,77
2021-06-20 11:00:00,2021-06-20,11:00,11,12,11,2,4,51,6,7,10,4,127.5,1.53,39
2021-06-20 12:00:00,2021-06-20,12:00,12,9,10,1,1,58,13,8,11,4,145.0,1.74,10
2021-06-20 13:00:00,2021-06-20,13:00,13,13,13,0,0,54,9,7,12,4,135.0,1.62,0
2021-06-20 14:00:00,2021-06-20,14:00,14,22,15,2,14,59,14,8,12,4,147.5,1.77,121
2021-06-20 15:00:00,2021-06-20,15:00,15,12,12,3,4,51,6,10,14,5,127.5,1.53,41
2021-06-20 16:00:00,2021-06-20,16:00,16,18,16,4,7,59,14,9,15,5,147.5,1.77,81
2021-06-20 17:00:00,2021-06-20,17:00,17,7,9,0,0,54,9,10,15,5,135.0,1.62,0
2021-06-20 18:00:00,2021-06-20,18:00,18,19,17,2,5,57,12,10,13,5,142.5,1.71,53
2021-06-20 19:00:00,2021-06-20,19:00,19,21,17,1,10,60,15,9,13,5,150.0,1.8,91
2021-06-20 20:00:00,2021-06-20,20:00,20,13,11,0,5,59,14,9,15,5,147.5,1.77,47
2021-06-20 21:00:00,2021-06-20,21:00,21,15,17,2,0,54,9,10,13,5,135.0,1.62,0
2021-06-20 22:00:00,2021-06-20,22:00,22,10,10,2,5,60,15,10,14,5,150.0,1.8,44
2021-06-20 23:00:00,2021-06-20,23:00,23,12,8,2,13,38,8,4,4,2,95.0,1.14,120
2021-06-21 00:00:00,2021-06-21,00:00,0,12,7,0,13,36,6,3,5,2,90.0,1.08,127
2021-06-21 01:00:00,2021-06-21,01:00,1,14,7,0,19,43,13,4,5,2,107.5,1.29,174
2021-06-21 02:00:00,2021-06-21,02:00,2,4,6,1,0,13,1,4,6,2,32.5,0.39,0
2021-06-21 03:00:00,2021-06-21,03:00,3,2,1,0,3,17,5,4,6,2,42.5,0.51,32
2021-06-21 04:00:00,2021-06-21,04:00,4,4,4,1,3,12,0,3,4,2,30.0,0.36,24
2021-06-21 05:00:00,2021-06-21,05:00,5,4,4,1,0,14,2,4,4,2,35.0,0.42,0
2021-06-21 06:00:00,2021-06-21,06:00,6,4,4,0,5,15,3,3,6,2,37.5,0.45,53
2021-06-21 07:00:00,2021-06-21,07:00,7,8,13,0,0,44,14,8,12,4,110.0,1.32,0
2021-06-21 08:00:00,2021-06-21,08:00,8,13,15,2,0,54,9,8,12,4,135.0,1.62,0
2021-06-21 09:00:00,2021-06-21,09:00,9,10,15,1,0,57,12,7,11,4,142.5,1.71,0
2021-06-21 10:00:00,2021-06-21,10:00,10,10,13,2,0,58,13,8,10,4,145.0,1.74,0
2021-06-21 11:00:00,2021-06-21,11:00,11,13,11,3,5,53,8,8,12,4,132.5,1.59,47
2021-06-21 12:00:00,2021-06-21,12:00,12,10,11,0,0,51,6,8,12,4,127.5,1.53,0
2021-06-21 13:00:00,2021-06-21,13:00,13,10,13,3,0,59,14,8,11,4,147.5,1.77,0
2021-06-21 14:00:00,2021-06-21,14:00,14,18,16,5,4,59,14,7,12,4,147.5,1.77,47
2021-06-21 15:00:00,2021-06-21,15:00,15,19,18,1,5,56,11,10,13,5,140.0,1.68,43
2021-06-21 16:00:00,2021-06-21,16:00,16,12,15,0,0,57,12,10,15,5,142.5,1.71,0
2021-06-21 17:00:00,2021-06-21,17:00,17,9,9,2,1,50,5,10,15,5,125.0,1.5,11
2021-06-21 18:00:00,2021-06-21,18:00,18,9,8,2,2,54,9,10,13,5,135.0,1.62,19
2021-06-21 19:00:00,2021-06-21,19:00,19,13,13,2,3,55,10,9,15,5,137.5,1.65,27
2021-06-21 20:00:00,2021-06-21,20:00,20,13,11,2,8,53,8,10,14,5,132.5,1.59,92
2021-06-21 21:00:00,2021-06-21,21:00,21,12,16,1,0,57,12,9,15,5,142.5,1.71,0
2021-06-21 22:00:00,2021-06-21,22:00,22,10,11,0,1,59,14,9,13,5,147.5,1.77,8
2021-06-21 23:00:00,2021-06-21,23:00,23,6,5,1,5,35,5,4,4,2,87.5,1.05,43
2021-06-22 00:00:00,2021-06-22,00:00,0,6,7,1,0,38,8,4,6,2,95.0,1.14,0
2021-06-22 01:00:00,2021-06-22,01:00,1,5,4,1,7,37,7,3,4,2,92.5,1.11,65
2021-06-22 02:00:00,2021-06-22,02:00,2,4,6,1,0,17,5,4,6,2,42.5,0.51,0
2021-06-22 03:00:00,2021-06-22,03:00,3,6,6,2,4,16,4,3,4,2,40.0,0.48,43
2021-06-22 04:00:00,2021-06-22,04:00,4,5,5,0,3,12,0,3,5,2,30.0,0.36,29
2021-06-22 05:00:00,2021-06-22,05:00,5,2,1,0,3,15,3,4,4,2,37.5,0.45,27
2021-06-22 06:00:00,2021-06-22,06:00,6,6,9,2,0,15,3,4,4,2,37.5,0.45,0
2021-06-22 07:00:00,2021-06-22,07:00,7,9,12,2,0,44,14,7,11,4,110.0,1.32,0
2021-06-22 08:00:00,2021-06-22,08:00,8,12,11,1,2,53,8,8,11,4,132.5,1.59,16
2021-06-22 09:00:00,2021-06-22,09:00,9,22,13,1,23,60,15,7,12,4,150.0,1.8,268
2021-06-22 10:00:00,2021-06-22,10:00,10,16,14,5,6,58,13,8,11,4,145.0,1.74,65
2021-06-22 11:00:00,2021-06-22,11:00,11,15,14,4,3,55,10,7,12,4,137.5,1.65,29
2021-06-22 12:00:00,2021-06-22,12:00,12,12,16,3,0,58,13,8,11,4,145.0,1.74,0
2021-06-22 13:00:00,2021-06-22,13:00,13,10,14,3,0,54,9,8,12,4,135.0,1.62,0
2021-06-22 14:00:00,2021-06-22,14:00,14,9,14,1,0,57,12,8,12,4,142.5,1.71,0
2021-06-22 15:00:00,2021-06-22,15:00,15,9,14,1,0,57,12,9,15,5,142.5,1.71,0
2021-06-22 16:00:00,2021-06-22,16:00,16,16,21,4,0,55,10,10,15,5,137.5,1.65,0
2021-06-22 17:00:00,2021-06-22,17:00,17,19,17,2,8,52,7,10,15,5,130.0,1.56,74
2021-06-22 18:00:00,2021-06-22,18:00,18,18,16,2,7,56,11,10,14,5,140.0,1.68,75
2021-06-22 19:00:00,2021-06-22,19:00,19,18,17,2,7,50,5,10,13,5,125.0,1.5,63
2021-06-22 20:00:00,2021-06-22,20:00,20,12,14,0,0,53,8,10,14,5,132.5,1.59,0
2021-06-22 21:00:00,2021-06-22,21:00,21,15,15,1,1,60,15,9,13,5,150.0,1.8,9
2021-06-22 22:00:00,2021-06-22,22:00,22,13,11,4,5,57,12,9,14,5,142.5,1.71,53
2021-06-22 23:00:00,2021-06-22,23:00,23,14,9,0,15,43,13,4,5,2,107.5,1.29,125
2021-06-23 00:00:00,2021-06-23,00:00,0,11,7,0,9,41,11,4,5,2,102.5,1.23,85
2021-06-23 01:00:00,2021-06-23,01:00,1,13,7,2,16,40,10,4,4,2,100.0,1.2,144
2021-06-23 02:00:00,2021-06-23,02:00,2,3,1,1,8,12,0,3,4,2,30.0,0.36,81
2021-06-23 03:00:00,2021-06-23,03:00,3,2,3,0,0,17,5,4,4,2,42.5,0.51,0
2021-06-23 04:00:00,2021-06-23,04:00,4,4,4,0,5,16,4,4,6,2,40.0,0.48,53
2021-06-23 05:00:00,2021-06-23,05:00,5,4,7,1,0,13,1,3,6,2,32.5,0.39,0
2021-06-23 06:00:00,2021-06-23,06:00,6,3,4,0,0,12,0,4,4,2,30.0,0.36,0
2021-06-23 07:00:00,2021-06-23,07:00,7,10,13,0,0,39,9,8,10,4,97.5,1.17,0
2021-06-23 08:00:00,2021-06-23,08:00,8,9,9,3,5,57,12,7,10,4,142.5,1.71,52
2021-06-23 09:00:00,2021-06-23,09:00,9,12,11,4,2,58,13,8,12,4,145.0,1.74,18
2021-06-23 10:00:00,2021-06-23,10:00,10,13,15,2,0,54,9,8,10,4,135.0,1.62,0
2021-06-23 11:00:00,2021-06-23,11:00,11,19,18,3,7,59,14,8,12,4,147.5,1.77,57
2021-06-23 12:00:00,2021-06-23,12:00,12,10,12,2,0,57,12,8,10,4,142.5,1.71,0
2021-06-23 13:00:00,2021-06-23,13:00,13,12,10,4,5,54,9,8,10,4,135.0,1.62,44
2021-06-23 14:00:00,2021-06-23,14:00,14,13,13,0,2,57,12,7,12,4,142.5,1.71,19
2021-06-23 15:00:00,2021-06-23,15:00,15,10,14,1,0,57,12,10,15,5,142.5,1.71,0
2021-06-23 16:00:00,2021-06-23,16:00,16,19,16,4,8,53,8,10,13,5,132.5,1.59,87
2021-06-23 17:00:00,2021-06-23,17:00,17,13,16,4,0,52,7,9,14,5,130.0,1.56,0
2021-06-23 18:00:00,2021-06-23,18:00,18,12,11,3,3,59,14,9,15,5,147.5,1.77,24
2021-06-23 19:00:00,2021-06-23,19:00,19,21,20,2,7,57,12,9,15,5,142.5,1.71,67
2021-06-23 20:00:00,2021-06-23,20:00,20,9,7,1,5,60,15,10,15,5,150.0,1.8,52
2021-06-23 21:00:00,2021-06-23,21:00,21,7,5,0,5,60,15,10,15,5,150.0,1.8,46
2021-06-23 22:00:00,2021-06-23,22:00,22,12,12,3,2,56,11,10,15,5,140.0,1.68,16
2021-06-23 23:00:00,2021-06-23,23:00,23,10,6,2,10,36,6,4,5,2,90.0,1.08,107
2021-06-24 00:00:00,2021-06-24,00:00,0,12,8,2,12,38,8,4,6,2,95.0,1.14,137
2021-06-24 01:00:00,2021-06-24,01:00,1,15,6,3,19,37,7,4,4,2,92.5,1.11,168
2021-06-24 02:00:00,2021-06-24,02:00,2,3,4,0,0,17,5,3,5,2,42.5,0.51,0
2021-06-24 03:00:00,2021-06-24,03:00,3,2,4,0,0,16,4,3,4,2,40.0,0.48,0
2021-06-24 04:00:00,2021-06-24,04:00,4,3,3,1,0,13,1,4,4,2,32.5,0.39,0
2021-06-24 05:00:00,2021-06-24,05:00,5,4,5,0,3,12,0,4,4,2,30.0,0.36,34
2021-06-24 06:00:00,2021-06-24,06:00,6,3,5,1,0,16,4,3,5,2,40.0,0.48,0
2021-06-24 07:00:00,2021-06-24,07:00,7,5,5,1,3,42,12,8,11,4,105.0,1.26,29
2021-06-24 08:00:00,2021-06-24,08:00,8,10,9,2,3,54,9,8,12,4,135.0,1.62,25
2021-06-24 09:00:00,2021-06-24,09:00,9,13,16,0,0,56,11,7,12,4,140.0,1.68,0
2021-06-24 10:00:00,2021-06-24,10:00,10,7,10,0,0,54,9,8,12,4,135.0,1.62,0
2021-06-24 11:00:00,2021-06-24,11:00,11,12,10,1,9,52,7,8,12,4,130.0,1.56,99
2021-06-24 12:00:00,2021-06-24,12:00,12,12,12,1,1,56,11,7,11,4,140.0,1.68,9
2021-06-24 13:00:00,2021-06-24,13:00,13,22,16,3,15,59,14,8,12,4,147.5,1.77,176
2021-06-24 14:00:00,2021-06-24,14:00,14,9,14,2,0,58,13,8,12,4,145.0,1.74,0
2021-06-24 15:00:00,2021-06-24,15:00,15,13,14,1,3,58,13,10,14,5,145.0,1.74,26
2021-06-24 16:00:00,2021-06-24,16:00,16,21,20,6,5,55,10,10,13,5,137.5,1.65,45
2021-06-24 17:00:00,2021-06-24,17:00,17,10,15,0,0,52,7,10,13,5,130.0,1.56,0
2021-06-24 18:00:00,2021-06-24,18:00,18,22,23,3,3,50,5,10,15,5,125.0,1.5,25
2021-06-24 19:00:00,2021-06-24,19:00,19,9,10,3,2,51,6,10,15,5,127.5,1.53,20
2021-06-24 20:00:00,2021-06-24,20:00,20,15,13,4,5,55,10,10,15,5,137.5,1.65,44
2021-06-24 21:00:00,2021-06-24,21:00,21,7,5,2,4,55,10,9,15,5,137.5,1.65,46
2021-06-24 22:00:00,2021-06-24,22:00,22,22,21,4,4,57,12,10,15,5,142.5,1.71,47
2021-06-24 23:00:00,2021-06-24,23:00,23,12,6,3,14,39,9,4,6,2,97.5,1.17,136
2021-06-25 00:00:00,2021-06-25,00:00,0,13,6,0,18,38,8,4,6,2,95.0,1.14,155
2021-06-25 01:00:00,2021-06-25,01:00,1,10,6,3,8,45,15,4,6,2,112.5,1.35,91
2021-06-25 02:00:00,2021-06-25,02:00,2,4,7,0,0,17,5,3,6,2,42.5,0.51,0
2021-06-25 03:00:00,2021-06-25,03:00,3,5,4,1,4,16,4,3,5,2,40.0,0.48,43
2021-06-25 04:00:00,2021-06-25,04:00,4,3,4,1,0,14,2,4,4,2,35.0,0.42,0
2021-06-25 05:00:00,2021-06-25,05:00,5,3,6,1,0,15,3,4,5,2,37.5,0.45,0
2021-06-25 06:00:00,2021-06-25,06:00,6,2,1,0,3,12,0,4,6,2,30.0,0.36,28
2021-06-25 07:00:00,2021-06-25,07:00,7,7,9,1,0,35,5,8,12,4,87.5,1.05,0
2021-06-25 08:00:00,2021-06-25,08:00,8,19,16,2,10,56,11,8,10,4,140.0,1.68,99
2021-06-25 09:00:00,2021-06-25,09:00,9,10,12,1,0,59,14,8,11,4,147.5,1.77,0
2021-06-25 10:00:00,2021-06-25,10:00,10,15,19,1,0,59,14,8,11,4,147.5,1.77,0
2021-06-25 11:00:00,2021-06-25,11:00,11,19,13,0,14,53,8,8,11,4,132.5,1.59,129
2021-06-25 12:00:00,2021-06-25,12:00,12,9,11,0,0,53,8,7,12,4,132.5,1.59,0
2021-06-25 13:00:00,2021-06-25,13:00,13,16,14,4,4,57,12,8,11,4,142.5,1.71,44
2021-06-25 14:00:00,2021-06-25,14:00,14,19,18,6,7,58,13,8,11,4,145.0,1.74,74
2021-06-25 15:00:00,2021-06-25,15:00,15,21,22,6,2,54,9,10,13,5,135.0,1.62,20
2021-06-25 16:00:00,2021-06-25,16:00,16,15,14,0,7,53,8,10,13,5,132.5,1.59,72
2021-06-25 17:00:00,2021-06-25,17:00,17,7,6,2,6,52,7,10,15,5,130.0,1.56,59
2021-06-25 18:00:00,2021-06-25,18:00,18,22,21,6,2,57,12,10,13,5,142.5,1.71,19
2021-06-25 19:00:00,2021-06-25,19:00,19,22,17,7,12,58,13,10,13,5,145.0,1.74,116
2021-06-25 20:00:00,2021-06-25,20:00,20,18,16,5,5,51,6,9,15,5,127.5,1.53,57
2021-06-25 21:00:00,2021-06-25,21:00,21,22,18,3,12,59,14,10,14,5,147.5,1.77,121
2021-06-25 22:00:00,2021-06-25,22:00,22,10,12,1,0,53,8,10,15,5,132.5,1.59,0
2021-06-25 23:00:00,2021-06-25,23:00,23,12,7,3,12,42,12,4,6,2,105.0,1.26,113
2021-06-26 00:00:00,2021-06-26,00:00,0,9,8,3,5,45,15,4,6,2,112.5,1.35,58
2021-06-26 01:00:00,2021-06-26,01:00,1,11,7,1,8,45,15,3,4,2,112.5,1.35,74
2021-06-26 02:00:00,2021-06-26,02:00,2,2,1,0,3,16,4,3,6,2,40.0,0.48,29
2021-06-26 03:00:00,2021-06-26,03:00,3,5,5,0,5,13,1,3,5,2,32.5,0.39,46
2021-06-26 04:00:00,2021-06-26,04:00,4,2,4,0,0,17,5,3,4,2,42.5,0.51,0
2021-06-26 05:00:00,2021-06-26,05:00,5,2,2,0,0,17,5,3,5,2,42.5,0.51,0
2021-06-26 06:00:00,2021-06-26,06:00,6,5,7,1,0,15,3,4,5,2,37.5,0.45,0
2021-06-26 07:00:00,2021-06-26,07:00,7,12,12,1,1,42,12,7,12,4,105.0,1.26,8
2021-06-26 08:00:00,2021-06-26,08:00,8,9,13,1,0,52,7,7,12,4,130.0,1.56,0
2021-06-26 09:00:00,2021-06-26,09:00,9,21,14,2,17,53,8,8,12,4,132.5,1.59,159
2021-06-26 10:00:00,2021-06-26,10:00,10,19,12,6,17,51,6,8,10,4,127.5,1.53,190
2021-06-26 11:00:00,2021-06-26,11:00,11,21,18,3,8,59,14,8,12,4,147.5,1.77,88
2021-06-26 12:00:00,2021-06-26,12:00,12,9,9,2,5,60,15,7,10,4,150.0,1.8,58
2021-06-26 13:00:00,2021-06-26,13:00,13,19,16,6,9,60,15,8,12,4,150.0,1.8,101
2021-06-26 14:00:00,2021-06-26,14:00,14,9,8,0,4,50,5,7,11,4,125.0,1.5,36
2021-06-26 15:00:00,2021-06-26,15:00,15,15,15,3,5,52,7,10,14,5,130.0,1.56,52
2021-06-26 16:00:00,2021-06-26,16:00,16,22,17,6,12,52,7,10,13,5,130.0,1.56,141
2021-06-26 17:00:00,2021-06-26,17:00,17,18,20,2,0,52,7,9,14,5,130.0,1.56,0
2021-06-26 18:00:00,2021-06-26,18:00,18,22,22,5,1,51,6,10,14,5,127.5,1.53,11
2021-06-26 19:00:00,2021-06-26,19:00,19,13,15,1,0,51,6,10,15,5,127.5,1.53,0
2021-06-26 20:00:00,2021-06-26,20:00,20,19,15,0,11,60,15,9,15,5,150.0,1.8,112
2021-06-26 21:00:00,2021-06-26,21:00,21,18,17,5,2,52,7,10,15,5,130.0,1.56,17
2021-06-26 22:00:00,2021-06-26,22:00,22,7,5,0,9,59,14,9,15,5,147.5,1.77,90
2021-06-26 23:00:00,2021-06-26,23:00,23,14,6,3,18,40,10,3,6,2,100.0,1.2,186
2021-06-27 00:00:00,2021-06-27,00:00,0,9,7,2,8,40,10,4,5,2,100.0,1.2,82
2021-06-27 01:00:00,2021-06-27,01:00,1,11,6,2,12,45,15,4,6,2,112.5,1.35,134
2021-06-27 02:00:00,2021-06-27,02:00,2,4,6,0,0,15,3,4,6,2,37.5,0.45,0
2021-06-27 03:00:00,2021-06-27,03:00,3,2,5,0,0,16,4,3,5,2,40.0,0.48,0
2021-06-27 04:00:00,2021-06-27,04:00,4,5,7,0,0,12,0,4,4,2,30.0,0.36,0
2021-06-27 05:00:00,2021-06-27,05:00,5,6,5,2,6,14,2,3,4,2,35.0,0.42,68
2021-06-27 06:00:00,2021-06-27,06:00,6,4,4,0,1,12,0,4,4,2,30.0,0.36,9
2021-06-27 07:00:00,2021-06-27,07:00,7,11,13,1,0,39,9,8,10,4,97.5,1.17,0
2021-06-27 08:00:00,2021-06-27,08:00,8,7,8,0,0,55,10,8,11,4,137.5,1.65,0
2021-06-27 09:00:00,2021-06-27,09:00,9,21,16,3,15,59,14,8,10,4,147.5,1.77,168
2021-06-27 10:00:00,2021-06-27,10:00,10,12,17,3,0,51,6,8,11,4,127.5,1.53,0
2021-06-27 11:00:00,2021-06-27,11:00,11,10,15,2,0,59,14,8,10,4,147.5,1.77,0
2021-06-27 12:00:00,2021-06-27,12:00,12,22,12,1,23,53,8,8,10,4,132.5,1.59,223
2021-06-27 13:00:00,2021-06-27,13:00,13,21,16,5,15,60,15,7,11,4,150.0,1.8,123
2021-06-27 14:00:00,2021-06-27,14:00,14,10,8,2,5,56,11,8,12,4,140.0,1.68,49
2021-06-27 15:00:00,2021-06-27,15:00,15,12,16,3,0,56,11,10,15,5,140.0,1.68,0
2021-06-27 16:00:00,2021-06-27,16:00,16,15,17,3,0,54,9,9,15,5,135.0,1.62,0
2021-06-27 17:00:00,2021-06-27,17:00,17,12,13,1,0,56,11,9,13,5,140.0,1.68,0
2021-06-27 18:00:00,2021-06-27,18:00,18,7,12,2,0,53,8,9,14,5,132.5,1.59,0
2021-06-27 19:00:00,2021-06-27,19:00,19,15,13,3,7,50,5,10,13,5,125.0,1.5,61
2021-06-27 20:00:00,2021-06-27,20:00,20,7,8,2,0,59,14,10,13,5,147.5,1.77,0
2021-06-27 21:00:00,2021-06-27,21:00,21,18,18,0,3,57,12,9,14,5,142.5,1.71,33
2021-06-27 22:00:00,2021-06-27,22:00,22,9,13,0,0,57,12,10,15,5,142.5,1.71,0
2021-06-27 23:00:00,2021-06-27,23:00,23,11,9,1,4,42,12,4,4,2,105.0,1.26,45
2021-06-28 00:00:00,2021-06-28,00:00,0,12,7,4,10,39,9,4,5,2,97.5,1.17,96
2021-06-28 01:00:00,2021-06-28,01:00,1,6,9,1,0,38,8,4,4,2,95.0,1.14,0
